"","df.location","df.parameter","df.value","df.unit","df.country","df.city","date","averagingPeriod"
"93821","Hopeland","pm25",10,"µg/m³","AU","South West Queensland","2019-10-18T04:00:00.000Z",1
"93831","Cannon Hill","pm25",9.6,"µg/m³","AU","South East Queensland","2019-10-18T04:00:00.000Z",1
"93841","Lytton","pm25",10.9,"µg/m³","AU","South East Queensland","2019-10-18T04:00:00.000Z",1
"93851","Wynnum","pm25",5.4,"µg/m³","AU","South East Queensland","2019-10-18T04:00:00.000Z",1
"93861","Wynnum West","pm25",8.1,"µg/m³","AU","South East Queensland","2019-10-18T04:00:00.000Z",1
"9387","South Brisbane","pm25",9.9,"µg/m³","AU","South East Queensland","2019-10-18T04:00:00.000Z",1
"93881","Springwood","pm25",7.9,"µg/m³","AU","South East Queensland","2019-10-18T04:00:00.000Z",1
"93891","Woolloongabba","pm25",10.8,"µg/m³","AU","South East Queensland","2019-10-18T04:00:00.000Z",1
"93901","Southport","pm25",6.6,"µg/m³","AU","South East Queensland","2019-10-18T04:00:00.000Z",1
"93911","Rocklea","pm25",10,"µg/m³","AU","South East Queensland","2019-10-18T04:00:00.000Z",1
"93921","Targinie","pm25",9.6,"µg/m³","AU","Gladstone","2019-10-18T04:00:00.000Z",1
"93931","Boat Creek","pm25",9.7,"µg/m³","AU","Gladstone","2019-10-18T04:00:00.000Z",1
"9394","Boyne Island","pm25",8.5,"µg/m³","AU","Gladstone","2019-10-18T04:00:00.000Z",1
"93951","South Gladstone","pm25",7.5,"µg/m³","AU","Gladstone","2019-10-18T04:00:00.000Z",1
"9396","Clinton","pm25",9.5,"µg/m³","AU","Gladstone","2019-10-18T04:00:00.000Z",1
"9397","Fisherman's Landing","pm25",6.8,"µg/m³","AU","Gladstone","2019-10-18T04:00:00.000Z",1
"9398","West Mackay","pm25",7.5,"µg/m³","AU","Central Queensland","2019-10-18T04:00:00.000Z",1
"9399","Moranbah","pm25",8.7,"µg/m³","AU","Central Queensland","2019-10-18T04:00:00.000Z",1
"9400","Blackwater","pm25",7.9,"µg/m³","AU","Central Queensland","2019-10-18T04:00:00.000Z",1
"9401","North Ward","pm25",7.6,"µg/m³","AU","Townsville","2019-10-18T03:00:00.000Z",1
"9402","Upper Humbug","pm25",10.5,"µg/m³","AU","South West Queensland","2019-10-18T03:00:00.000Z",1
"9403","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-10-18T03:00:00.000Z",1
"94041","Hopeland","pm25",9.8,"µg/m³","AU","South West Queensland","2019-10-18T03:00:00.000Z",1
"94051","Lytton","pm25",11.1,"µg/m³","AU","South East Queensland","2019-10-18T03:00:00.000Z",1
"94061","Wynnum","pm25",5.7,"µg/m³","AU","South East Queensland","2019-10-18T03:00:00.000Z",1
"94071","Wynnum West","pm25",8.3,"µg/m³","AU","South East Queensland","2019-10-18T03:00:00.000Z",1
"94081","South Brisbane","pm25",9.8,"µg/m³","AU","South East Queensland","2019-10-18T03:00:00.000Z",1
"94091","Springwood","pm25",7.9,"µg/m³","AU","South East Queensland","2019-10-18T03:00:00.000Z",1
"94101","Woolloongabba","pm25",10.7,"µg/m³","AU","South East Queensland","2019-10-18T03:00:00.000Z",1
"94111","Southport","pm25",6.5,"µg/m³","AU","South East Queensland","2019-10-18T03:00:00.000Z",1
"94121","Rocklea","pm25",10.1,"µg/m³","AU","South East Queensland","2019-10-18T03:00:00.000Z",1
"94131","Targinie","pm25",9.4,"µg/m³","AU","Gladstone","2019-10-18T03:00:00.000Z",1
"94141","Boyne Island","pm25",8.4,"µg/m³","AU","Gladstone","2019-10-18T03:00:00.000Z",1
"94151","Boat Creek","pm25",9.5,"µg/m³","AU","Gladstone","2019-10-18T03:00:00.000Z",1
"94161","South Gladstone","pm25",7.4,"µg/m³","AU","Gladstone","2019-10-18T03:00:00.000Z",1
"94171","Clinton","pm25",9.4,"µg/m³","AU","Gladstone","2019-10-18T03:00:00.000Z",1
"94181","Fisherman's Landing","pm25",6.6,"µg/m³","AU","Gladstone","2019-10-18T03:00:00.000Z",1
"94191","Moranbah","pm25",8.6,"µg/m³","AU","Central Queensland","2019-10-18T03:00:00.000Z",1
"94201","West Mackay","pm25",6.9,"µg/m³","AU","Central Queensland","2019-10-18T03:00:00.000Z",1
"94211","Cannon Hill","pm25",9.6,"µg/m³","AU","South East Queensland","2019-10-18T03:00:00.000Z",1
"94221","Blackwater","pm25",7.8,"µg/m³","AU","Central Queensland","2019-10-18T03:00:00.000Z",1
"9445","North Ward","pm25",7.6,"µg/m³","AU","Townsville","2019-10-18T02:00:00.000Z",1
"94461","Upper Humbug","pm25",10.3,"µg/m³","AU","South West Queensland","2019-10-18T02:00:00.000Z",1
"94471","Hopeland","pm25",9.5,"µg/m³","AU","South West Queensland","2019-10-18T02:00:00.000Z",1
"94481","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-10-18T02:00:00.000Z",1
"94491","Cannon Hill","pm25",9.6,"µg/m³","AU","South East Queensland","2019-10-18T02:00:00.000Z",1
"94501","Lytton","pm25",10.8,"µg/m³","AU","South East Queensland","2019-10-18T02:00:00.000Z",1
"94511","Wynnum West","pm25",8.4,"µg/m³","AU","South East Queensland","2019-10-18T02:00:00.000Z",1
"94521","Wynnum","pm25",6,"µg/m³","AU","South East Queensland","2019-10-18T02:00:00.000Z",1
"9453","South Brisbane","pm25",9.7,"µg/m³","AU","South East Queensland","2019-10-18T02:00:00.000Z",1
"94541","Springwood","pm25",7.8,"µg/m³","AU","South East Queensland","2019-10-18T02:00:00.000Z",1
"9455","Woolloongabba","pm25",10.6,"µg/m³","AU","South East Queensland","2019-10-18T02:00:00.000Z",1
"94561","Southport","pm25",6.4,"µg/m³","AU","South East Queensland","2019-10-18T02:00:00.000Z",1
"94571","Rocklea","pm25",9.7,"µg/m³","AU","South East Queensland","2019-10-18T02:00:00.000Z",1
"94581","Targinie","pm25",9.2,"µg/m³","AU","Gladstone","2019-10-18T02:00:00.000Z",1
"94591","Boyne Island","pm25",8.2,"µg/m³","AU","Gladstone","2019-10-18T02:00:00.000Z",1
"94601","Boat Creek","pm25",9.3,"µg/m³","AU","Gladstone","2019-10-18T02:00:00.000Z",1
"94611","South Gladstone","pm25",7.2,"µg/m³","AU","Gladstone","2019-10-18T02:00:00.000Z",1
"94621","Clinton","pm25",9.2,"µg/m³","AU","Gladstone","2019-10-18T02:00:00.000Z",1
"94631","Fisherman's Landing","pm25",6.6,"µg/m³","AU","Gladstone","2019-10-18T02:00:00.000Z",1
"94641","Moranbah","pm25",8.6,"µg/m³","AU","Central Queensland","2019-10-18T02:00:00.000Z",1
"94651","West Mackay","pm25",6.9,"µg/m³","AU","Central Queensland","2019-10-18T02:00:00.000Z",1
"9466","Blackwater","pm25",7.7,"µg/m³","AU","Central Queensland","2019-10-18T02:00:00.000Z",1
"9478","North Ward","pm25",7.6,"µg/m³","AU","Townsville","2019-10-18T01:00:00.000Z",1
"9479","Upper Humbug","pm25",10.2,"µg/m³","AU","South West Queensland","2019-10-18T01:00:00.000Z",1
"9480","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-10-18T01:00:00.000Z",1
"9481","Hopeland","pm25",9.3,"µg/m³","AU","South West Queensland","2019-10-18T01:00:00.000Z",1
"9482","Cannon Hill","pm25",9.6,"µg/m³","AU","South East Queensland","2019-10-18T01:00:00.000Z",1
"94831","Wynnum","pm25",6.4,"µg/m³","AU","South East Queensland","2019-10-18T01:00:00.000Z",1
"94841","Lytton","pm25",10.8,"µg/m³","AU","South East Queensland","2019-10-18T01:00:00.000Z",1
"9485","Wynnum West","pm25",8.5,"µg/m³","AU","South East Queensland","2019-10-18T01:00:00.000Z",1
"94861","South Brisbane","pm25",9.6,"µg/m³","AU","South East Queensland","2019-10-18T01:00:00.000Z",1
"94871","Springwood","pm25",7.8,"µg/m³","AU","South East Queensland","2019-10-18T01:00:00.000Z",1
"94881","Southport","pm25",6.2,"µg/m³","AU","South East Queensland","2019-10-18T01:00:00.000Z",1
"9489","Woolloongabba","pm25",10.5,"µg/m³","AU","South East Queensland","2019-10-18T01:00:00.000Z",1
"9490","Rocklea","pm25",9.4,"µg/m³","AU","South East Queensland","2019-10-18T01:00:00.000Z",1
"9491","Targinie","pm25",8.9,"µg/m³","AU","Gladstone","2019-10-18T01:00:00.000Z",1
"9492","Boyne Island","pm25",8.1,"µg/m³","AU","Gladstone","2019-10-18T01:00:00.000Z",1
"9493","Boat Creek","pm25",9,"µg/m³","AU","Gladstone","2019-10-18T01:00:00.000Z",1
"94941","South Gladstone","pm25",6.8,"µg/m³","AU","Gladstone","2019-10-18T01:00:00.000Z",1
"94951","Fisherman's Landing","pm25",6.3,"µg/m³","AU","Gladstone","2019-10-18T01:00:00.000Z",1
"94961","Clinton","pm25",9,"µg/m³","AU","Gladstone","2019-10-18T01:00:00.000Z",1
"94971","Moranbah","pm25",8.5,"µg/m³","AU","Central Queensland","2019-10-18T01:00:00.000Z",1
"94981","West Mackay","pm25",6.8,"µg/m³","AU","Central Queensland","2019-10-18T01:00:00.000Z",1
"94991","Blackwater","pm25",7.7,"µg/m³","AU","Central Queensland","2019-10-18T01:00:00.000Z",1
"95011","North Ward","pm25",7.5,"µg/m³","AU","Townsville","2019-10-18T00:00:00.000Z",1
"9502","Upper Humbug","pm25",10.2,"µg/m³","AU","South West Queensland","2019-10-18T00:00:00.000Z",1
"9503","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-10-18T00:00:00.000Z",1
"95041","Hopeland","pm25",9.4,"µg/m³","AU","South West Queensland","2019-10-18T00:00:00.000Z",1
"95051","Cannon Hill","pm25",9.5,"µg/m³","AU","South East Queensland","2019-10-18T00:00:00.000Z",1
"95061","Lytton","pm25",10.9,"µg/m³","AU","South East Queensland","2019-10-18T00:00:00.000Z",1
"95071","Wynnum","pm25",6.8,"µg/m³","AU","South East Queensland","2019-10-18T00:00:00.000Z",1
"95081","South Brisbane","pm25",9.4,"µg/m³","AU","South East Queensland","2019-10-18T00:00:00.000Z",1
"95091","Wynnum West","pm25",8.7,"µg/m³","AU","South East Queensland","2019-10-18T00:00:00.000Z",1
"9510","Springwood","pm25",7.6,"µg/m³","AU","South East Queensland","2019-10-18T00:00:00.000Z",1
"9511","Woolloongabba","pm25",10.2,"µg/m³","AU","South East Queensland","2019-10-18T00:00:00.000Z",1
"9512","Southport","pm25",5.9,"µg/m³","AU","South East Queensland","2019-10-18T00:00:00.000Z",1
"9513","Rocklea","pm25",9.2,"µg/m³","AU","South East Queensland","2019-10-18T00:00:00.000Z",1
"95141","Targinie","pm25",8.6,"µg/m³","AU","Gladstone","2019-10-18T00:00:00.000Z",1
"95151","Boyne Island","pm25",7.9,"µg/m³","AU","Gladstone","2019-10-18T00:00:00.000Z",1
"95161","Boat Creek","pm25",8.8,"µg/m³","AU","Gladstone","2019-10-18T00:00:00.000Z",1
"95171","South Gladstone","pm25",6.7,"µg/m³","AU","Gladstone","2019-10-18T00:00:00.000Z",1
"95181","Clinton","pm25",8.8,"µg/m³","AU","Gladstone","2019-10-18T00:00:00.000Z",1
"95191","Fisherman's Landing","pm25",6.2,"µg/m³","AU","Gladstone","2019-10-18T00:00:00.000Z",1
"9520","Moranbah","pm25",8.4,"µg/m³","AU","Central Queensland","2019-10-18T00:00:00.000Z",1
"9521","West Mackay","pm25",6.7,"µg/m³","AU","Central Queensland","2019-10-18T00:00:00.000Z",1
"95221","Blackwater","pm25",7.7,"µg/m³","AU","Central Queensland","2019-10-18T00:00:00.000Z",1
"9545","North Ward","pm25",7.5,"µg/m³","AU","Townsville","2019-10-17T23:00:00.000Z",1
"9546","Upper Humbug","pm25",10.2,"µg/m³","AU","South West Queensland","2019-10-17T23:00:00.000Z",1
"9547","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-10-17T23:00:00.000Z",1
"9548","Hopeland","pm25",9.5,"µg/m³","AU","South West Queensland","2019-10-17T23:00:00.000Z",1
"9549","Cannon Hill","pm25",9.4,"µg/m³","AU","South East Queensland","2019-10-17T23:00:00.000Z",1
"9550","Lytton","pm25",10.2,"µg/m³","AU","South East Queensland","2019-10-17T23:00:00.000Z",1
"9551","Wynnum","pm25",6.9,"µg/m³","AU","South East Queensland","2019-10-17T23:00:00.000Z",1
"9552","Wynnum West","pm25",8.5,"µg/m³","AU","South East Queensland","2019-10-17T23:00:00.000Z",1
"9553","South Brisbane","pm25",9.1,"µg/m³","AU","South East Queensland","2019-10-17T23:00:00.000Z",1
"9554","Springwood","pm25",7.3,"µg/m³","AU","South East Queensland","2019-10-17T23:00:00.000Z",1
"95551","Woolloongabba","pm25",9.9,"µg/m³","AU","South East Queensland","2019-10-17T23:00:00.000Z",1
"95561","Southport","pm25",5.8,"µg/m³","AU","South East Queensland","2019-10-17T23:00:00.000Z",1
"95571","Rocklea","pm25",8.9,"µg/m³","AU","South East Queensland","2019-10-17T23:00:00.000Z",1
"95581","Targinie","pm25",8.5,"µg/m³","AU","Gladstone","2019-10-17T23:00:00.000Z",1
"95591","Boyne Island","pm25",7.7,"µg/m³","AU","Gladstone","2019-10-17T23:00:00.000Z",1
"95601","Boat Creek","pm25",8.7,"µg/m³","AU","Gladstone","2019-10-17T23:00:00.000Z",1
"95611","South Gladstone","pm25",6.5,"µg/m³","AU","Gladstone","2019-10-17T23:00:00.000Z",1
"95621","Clinton","pm25",8.7,"µg/m³","AU","Gladstone","2019-10-17T23:00:00.000Z",1
"95631","Fisherman's Landing","pm25",6.2,"µg/m³","AU","Gladstone","2019-10-17T23:00:00.000Z",1
"95641","Moranbah","pm25",8.3,"µg/m³","AU","Central Queensland","2019-10-17T23:00:00.000Z",1
"95651","West Mackay","pm25",6.6,"µg/m³","AU","Central Queensland","2019-10-17T23:00:00.000Z",1
"95661","Blackwater","pm25",7.7,"µg/m³","AU","Central Queensland","2019-10-17T23:00:00.000Z",1
"95691","North Ward","pm25",7.4,"µg/m³","AU","Townsville","2019-10-17T22:00:00.000Z",1
"95701","Upper Humbug","pm25",10,"µg/m³","AU","South West Queensland","2019-10-17T22:00:00.000Z",1
"95711","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-10-17T22:00:00.000Z",1
"95721","Hopeland","pm25",9.4,"µg/m³","AU","South West Queensland","2019-10-17T22:00:00.000Z",1
"9573","Cannon Hill","pm25",9.2,"µg/m³","AU","South East Queensland","2019-10-17T22:00:00.000Z",1
"9574","Lytton","pm25",10,"µg/m³","AU","South East Queensland","2019-10-17T22:00:00.000Z",1
"9575","Wynnum West","pm25",8.3,"µg/m³","AU","South East Queensland","2019-10-17T22:00:00.000Z",1
"9576","Wynnum","pm25",6.9,"µg/m³","AU","South East Queensland","2019-10-17T22:00:00.000Z",1
"9577","South Brisbane","pm25",8.9,"µg/m³","AU","South East Queensland","2019-10-17T22:00:00.000Z",1
"9578","Springwood","pm25",7.1,"µg/m³","AU","South East Queensland","2019-10-17T22:00:00.000Z",1
"9579","Woolloongabba","pm25",9.6,"µg/m³","AU","South East Queensland","2019-10-17T22:00:00.000Z",1
"9580","Southport","pm25",5.6,"µg/m³","AU","South East Queensland","2019-10-17T22:00:00.000Z",1
"9581","Rocklea","pm25",8.6,"µg/m³","AU","South East Queensland","2019-10-17T22:00:00.000Z",1
"9582","Targinie","pm25",8.4,"µg/m³","AU","Gladstone","2019-10-17T22:00:00.000Z",1
"9583","Boyne Island","pm25",7.5,"µg/m³","AU","Gladstone","2019-10-17T22:00:00.000Z",1
"95841","Boat Creek","pm25",8.6,"µg/m³","AU","Gladstone","2019-10-17T22:00:00.000Z",1
"95851","South Gladstone","pm25",6.5,"µg/m³","AU","Gladstone","2019-10-17T22:00:00.000Z",1
"95861","Clinton","pm25",8.6,"µg/m³","AU","Gladstone","2019-10-17T22:00:00.000Z",1
"95871","Fisherman's Landing","pm25",6.1,"µg/m³","AU","Gladstone","2019-10-17T22:00:00.000Z",1
"95881","Moranbah","pm25",8.2,"µg/m³","AU","Central Queensland","2019-10-17T22:00:00.000Z",1
"95891","West Mackay","pm25",6.6,"µg/m³","AU","Central Queensland","2019-10-17T22:00:00.000Z",1
"95901","Blackwater","pm25",7.7,"µg/m³","AU","Central Queensland","2019-10-17T22:00:00.000Z",1
"96001","North Ward","pm25",7.3,"µg/m³","AU","Townsville","2019-10-17T21:00:00.000Z",1
"96011","Upper Humbug","pm25",9.9,"µg/m³","AU","South West Queensland","2019-10-17T21:00:00.000Z",1
"96021","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-10-17T21:00:00.000Z",1
"96031","Hopeland","pm25",9.4,"µg/m³","AU","South West Queensland","2019-10-17T21:00:00.000Z",1
"9604","Cannon Hill","pm25",9.1,"µg/m³","AU","South East Queensland","2019-10-17T21:00:00.000Z",1
"9605","Lytton","pm25",9.5,"µg/m³","AU","South East Queensland","2019-10-17T21:00:00.000Z",1
"9606","Wynnum","pm25",6.3,"µg/m³","AU","South East Queensland","2019-10-17T21:00:00.000Z",1
"9607","Wynnum West","pm25",7.9,"µg/m³","AU","South East Queensland","2019-10-17T21:00:00.000Z",1
"9608","South Brisbane","pm25",8.6,"µg/m³","AU","South East Queensland","2019-10-17T21:00:00.000Z",1
"9609","Springwood","pm25",7,"µg/m³","AU","South East Queensland","2019-10-17T21:00:00.000Z",1
"9610","Woolloongabba","pm25",9.2,"µg/m³","AU","South East Queensland","2019-10-17T21:00:00.000Z",1
"9611","Southport","pm25",5.2,"µg/m³","AU","South East Queensland","2019-10-17T21:00:00.000Z",1
"9612","Rocklea","pm25",8.5,"µg/m³","AU","South East Queensland","2019-10-17T21:00:00.000Z",1
"9613","Targinie","pm25",8.2,"µg/m³","AU","Gladstone","2019-10-17T21:00:00.000Z",1
"9614","Boyne Island","pm25",7.4,"µg/m³","AU","Gladstone","2019-10-17T21:00:00.000Z",1
"96151","Boat Creek","pm25",8.5,"µg/m³","AU","Gladstone","2019-10-17T21:00:00.000Z",1
"96161","South Gladstone","pm25",6.4,"µg/m³","AU","Gladstone","2019-10-17T21:00:00.000Z",1
"96171","Clinton","pm25",8.4,"µg/m³","AU","Gladstone","2019-10-17T21:00:00.000Z",1
"96181","Fisherman's Landing","pm25",5.9,"µg/m³","AU","Gladstone","2019-10-17T21:00:00.000Z",1
"96191","Moranbah","pm25",8.1,"µg/m³","AU","Central Queensland","2019-10-17T21:00:00.000Z",1
"96201","West Mackay","pm25",6.6,"µg/m³","AU","Central Queensland","2019-10-17T21:00:00.000Z",1
"96211","Blackwater","pm25",7.7,"µg/m³","AU","Central Queensland","2019-10-17T21:00:00.000Z",1
"9641","North Ward","pm25",7.2,"µg/m³","AU","Townsville","2019-10-17T20:00:00.000Z",1
"9642","Upper Humbug","pm25",9.6,"µg/m³","AU","South West Queensland","2019-10-17T20:00:00.000Z",1
"9643","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-10-17T20:00:00.000Z",1
"9644","Wynnum West","pm25",7.7,"µg/m³","AU","South East Queensland","2019-10-17T20:00:00.000Z",1
"9645","South Brisbane","pm25",8.4,"µg/m³","AU","South East Queensland","2019-10-17T20:00:00.000Z",1
"96461","Springwood","pm25",6.7,"µg/m³","AU","South East Queensland","2019-10-17T20:00:00.000Z",1
"9647","Wynnum","pm25",6.2,"µg/m³","AU","South East Queensland","2019-10-17T20:00:00.000Z",1
"96481","Targinie","pm25",8,"µg/m³","AU","Gladstone","2019-10-17T20:00:00.000Z",1
"96491","Woolloongabba","pm25",9,"µg/m³","AU","South East Queensland","2019-10-17T20:00:00.000Z",1
"9650","Southport","pm25",4.9,"µg/m³","AU","South East Queensland","2019-10-17T20:00:00.000Z",1
"96511","Rocklea","pm25",8.4,"µg/m³","AU","South East Queensland","2019-10-17T20:00:00.000Z",1
"96521","Boyne Island","pm25",7.3,"µg/m³","AU","Gladstone","2019-10-17T20:00:00.000Z",1
"96531","Boat Creek","pm25",8.2,"µg/m³","AU","Gladstone","2019-10-17T20:00:00.000Z",1
"96541","South Gladstone","pm25",6.4,"µg/m³","AU","Gladstone","2019-10-17T20:00:00.000Z",1
"96551","Clinton","pm25",8.2,"µg/m³","AU","Gladstone","2019-10-17T20:00:00.000Z",1
"96561","Fisherman's Landing","pm25",6.1,"µg/m³","AU","Gladstone","2019-10-17T20:00:00.000Z",1
"96571","Moranbah","pm25",8.1,"µg/m³","AU","Central Queensland","2019-10-17T20:00:00.000Z",1
"96581","West Mackay","pm25",6.6,"µg/m³","AU","Central Queensland","2019-10-17T20:00:00.000Z",1
"96591","Blackwater","pm25",7.6,"µg/m³","AU","Central Queensland","2019-10-17T20:00:00.000Z",1
"96601","Cannon Hill","pm25",9,"µg/m³","AU","South East Queensland","2019-10-17T20:00:00.000Z",1
"9661","Lytton","pm25",9.1,"µg/m³","AU","South East Queensland","2019-10-17T20:00:00.000Z",1
"96621","Hopeland","pm25",9,"µg/m³","AU","South West Queensland","2019-10-17T20:00:00.000Z",1
"9672","North Ward","pm25",7.1,"µg/m³","AU","Townsville","2019-10-17T19:00:00.000Z",1
"9673","Hopeland","pm25",8.6,"µg/m³","AU","South West Queensland","2019-10-17T19:00:00.000Z",1
"9674","Woolloongabba","pm25",8.9,"µg/m³","AU","South East Queensland","2019-10-17T19:00:00.000Z",1
"9676","South Gladstone","pm25",6.2,"µg/m³","AU","Gladstone","2019-10-17T19:00:00.000Z",1
"9677","Upper Humbug","pm25",9.1,"µg/m³","AU","South West Queensland","2019-10-17T19:00:00.000Z",1
"9678","Moranbah","pm25",8,"µg/m³","AU","Central Queensland","2019-10-17T19:00:00.000Z",1
"9679","Wynnum","pm25",6.4,"µg/m³","AU","South East Queensland","2019-10-17T19:00:00.000Z",1
"9680","Lytton","pm25",8.8,"µg/m³","AU","South East Queensland","2019-10-17T19:00:00.000Z",1
"9681","Cannon Hill","pm25",9.4,"µg/m³","AU","South East Queensland","2019-10-17T19:00:00.000Z",1
"9682","South Brisbane","pm25",8.3,"µg/m³","AU","South East Queensland","2019-10-17T19:00:00.000Z",1
"9683","Wynnum West","pm25",7.4,"µg/m³","AU","South East Queensland","2019-10-17T19:00:00.000Z",1
"9684","Blackwater","pm25",7.6,"µg/m³","AU","Central Queensland","2019-10-17T19:00:00.000Z",1
"9685","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-10-17T19:00:00.000Z",1
"9686","Targinie","pm25",7.7,"µg/m³","AU","Gladstone","2019-10-17T19:00:00.000Z",1
"9687","Boyne Island","pm25",7.1,"µg/m³","AU","Gladstone","2019-10-17T19:00:00.000Z",1
